Year,RC,TAV,TC,RN
2049,10,21.18205682,22.50275682,Arizona North
2050,10,21.25472377,22.62142377,Arizona North
2051,10,21.89134712,23.30404712,Arizona North
2052,10,21.92635501,23.38505501,Arizona North
2053,10,21.42254581,22.92724581,Arizona North
2054,10,22.49562623,24.04632623,Arizona North
2055,10,22.24523123,23.84193123,Arizona North
2056,10,22.86167452,24.50437452,Arizona North
2057,10,21.71402455,23.40272455,Arizona North
2058,10,22.68612563,24.42082563,Arizona North
2059,10,23.81297589,25.59367589,Arizona North
2060,10,23.16609096,24.99279096,Arizona North
2061,10,22.47202148,24.34472148,Arizona North
2062,10,23.37602186,25.29472186,Arizona North
2063,10,24.50247912,26.46717912,Arizona North
2064,10,23.03214773,25.04284773,Arizona North
2065,10,23.3852708,25.4419708,Arizona North
2066,10,23.40182656,25.50452656,Arizona North
2067,10,23.48192301,25.63062301,Arizona North
2068,10,24.29775907,26.49245907,Arizona North
2069,10,23.92408789,26.16478789,Arizona North
2070,10,24.42642492,26.71312492,Arizona North
2071,10,24.99030647,27.32300647,Arizona North
2072,10,23.95909578,26.33779578,Arizona North
2073,10,23.94539704,26.37009704,Arizona North
2074,10,24.08185628,26.55255628,Arizona North
2075,10,23.73991595,26.25661595,Arizona North
2076,10,23.2094703,25.7721703,Arizona North
2077,10,23.49181655,26.10051655,Arizona North
2078,10,23.97484268,26.62954268,Arizona North
2079,10,23.76579134,26.46649134,Arizona North
2080,10,22.5169229,25.2636229,Arizona North
2081,10,23.500188,26.292888,Arizona North
2082,10,23.78965601,26.62835601,Arizona North
2083,10,24.39745545,27.28215545,Arizona North
2084,10,24.4834531,27.4141531,Arizona North
2085,10,24.67904066,27.65574066,Arizona North
2086,10,23.93765355,26.96035355,Arizona North
2087,10,24.24524723,27.31394723,Arizona North
2088,10,24.20034581,27.31504581,Arizona North
2089,10,24.68741211,27.84811211,Arizona North
2090,10,24.07578459,27.28248459,Arizona North
2091,10,24.49715184,27.74985184,Arizona North
2092,10,24.02682844,27.32552844,Arizona North
2093,10,24.08086236,27.42556236,Arizona North
2094,10,24.84005907,28.23075907,Arizona North
2095,10,26.91117419,30.34787419,Arizona North
2096,10,28.38302767,31.86572767,Arizona North
2097,10,27.97587069,31.50457069,Arizona North
2098,10,28.16203465,31.73673465,Arizona North
2099,10,28.500228,32.120928,Arizona North
2100,10,22.50943933,26.17613933,Arizona North
2010,11,21.81787339,21.34457339,Utah Salt Lake
2011,11,21.58388652,21.15658652,Utah Salt Lake
2012,11,21.57170986,21.19040986,Utah Salt Lake
2013,11,22.2391429,21.9038429,Utah Salt Lake
2014,11,21.66304519,21.37374519,Utah Salt Lake
2015,11,21.8038274,21.5605274,Utah Salt Lake
2016,11,23.42332285,23.22602285,Utah Salt Lake
2017,11,21.65999063,21.50869063,Utah Salt Lake
2018,11,22.758227,22.652927,Utah Salt Lake
2019,11,21.81980926,21.76050926,Utah Salt Lake
2020,11,21.73000641,21.71670641,Utah Salt Lake
2021,11,21.9613629,21.9940629,Utah Salt Lake
2022,11,22.73318126,22.81188126,Utah Salt Lake
2023,11,21.03441485,21.15911485,Utah Salt Lake
2024,11,21.67216729,21.84286729,Utah Salt Lake
2025,11,22.3593874,22.5760874,Utah Salt Lake
2026,11,20.95493388,21.21763388,Utah Salt Lake
2027,11,21.23304658,21.54174658,Utah Salt Lake
2028,11,21.61737233,21.97207233,Utah Salt Lake
2029,11,21.98495518,22.38565518,Utah Salt Lake
2030,11,21.52870896,21.97540896,Utah Salt Lake
2031,11,21.54050718,22.03320718,Utah Salt Lake
2032,11,22.62651282,23.16521282,Utah Salt Lake
2033,11,21.70869726,22.29339726,Utah Salt Lake
2034,11,21.78827388,22.41897388,Utah Salt Lake
2035,11,21.67292833,22.34962833,Utah Salt Lake
2036,11,22.30839764,23.03109764,Utah Salt Lake
2037,11,20.88296767,21.65166767,Utah Salt Lake
2038,11,21.01337393,21.82807393,Utah Salt Lake
2039,11,21.50245512,22.36315512,Utah Salt Lake
2040,11,22.62727386,23.53397386,Utah Salt Lake
2041,11,22.25816893,23.21086893,Utah Salt Lake
2042,11,21.70630601,22.70500601,Utah Salt Lake
2043,11,21.25359469,22.29829469,Utah Salt Lake
2044,11,21.4575537,22.5482537,Utah Salt Lake
2045,11,21.6500971,22.7867971,Utah Salt Lake
2046,11,19.9288176,21.1115176,Utah Salt Lake
2047,11,20.38600784,21.61470784,Utah Salt Lake
2048,11,21.44689912,22.72159912,Utah Salt Lake
2049,11,21.18205682,22.50275682,Utah Salt Lake
2050,11,21.25472377,22.62142377,Utah Salt Lake
2051,11,21.89134712,23.30404712,Utah Salt Lake
2052,11,21.92635501,23.38505501,Utah Salt Lake
2053,11,21.42254581,22.92724581,Utah Salt Lake
2054,11,22.49562623,24.04632623,Utah Salt Lake
2055,11,22.24523123,23.84193123,Utah Salt Lake
2056,11,22.86167452,24.50437452,Utah Salt Lake
2057,11,21.71402455,23.40272455,Utah Salt Lake
2058,11,22.68612563,24.42082563,Utah Salt Lake
2059,11,23.81297589,25.59367589,Utah Salt Lake
2060,11,23.16609096,24.99279096,Utah Salt Lake
2061,11,22.47202148,24.34472148,Utah Salt Lake
2062,11,23.37602186,25.29472186,Utah Salt Lake
2063,11,24.50247912,26.46717912,Utah Salt Lake
2064,11,23.03214773,25.04284773,Utah Salt Lake
2065,11,23.3852708,25.4419708,Utah Salt Lake
2066,11,23.40182656,25.50452656,Utah Salt Lake
2067,11,23.48192301,25.63062301,Utah Salt Lake
2068,11,24.29775907,26.49245907,Utah Salt Lake
2069,11,23.92408789,26.16478789,Utah Salt Lake
2070,11,24.42642492,26.71312492,Utah Salt Lake
2071,11,24.99030647,27.32300647,Utah Salt Lake
2072,11,23.95909578,26.33779578,Utah Salt Lake
2073,11,23.94539704,26.37009704,Utah Salt Lake
2074,11,24.08185628,26.55255628,Utah Salt Lake
2075,11,23.73991595,26.25661595,Utah Salt Lake
2076,11,23.2094703,25.7721703,Utah Salt Lake
2077,11,23.49181655,26.10051655,Utah Salt Lake
2078,11,23.97484268,26.62954268,Utah Salt Lake
2079,11,23.76579134,26.46649134,Utah Salt Lake
2080,11,22.5169229,25.2636229,Utah Salt Lake
2081,11,23.500188,26.292888,Utah Salt Lake
2082,11,23.78965601,26.62835601,Utah Salt Lake
2083,11,24.39745545,27.28215545,Utah Salt Lake
2084,11,24.4834531,27.4141531,Utah Salt Lake
2085,11,24.67904066,27.65574066,Utah Salt Lake
2086,11,23.93765355,26.96035355,Utah Salt Lake
2087,11,24.24524723,27.31394723,Utah Salt Lake
2088,11,24.20034581,27.31504581,Utah Salt Lake
2089,11,24.68741211,27.84811211,Utah Salt Lake
2090,11,24.07578459,27.28248459,Utah Salt Lake
2091,11,24.49715184,27.74985184,Utah Salt Lake
2092,11,24.02682844,27.32552844,Utah Salt Lake
2093,11,24.08086236,27.42556236,Utah Salt Lake
2094,11,24.84005907,28.23075907,Utah Salt Lake
2095,11,26.91117419,30.34787419,Utah Salt Lake
2096,11,28.38302767,31.86572767,Utah Salt Lake
2097,11,27.97587069,31.50457069,Utah Salt Lake
2098,11,28.16203465,31.73673465,Utah Salt Lake
2099,11,28.500228,32.120928,Utah Salt Lake
2100,11,22.50943933,26.17613933,Utah Salt Lake
2010,12,21.81787339,21.34457339,Utah In Basin
2011,12,21.58388652,21.15658652,Utah In Basin
2012,12,21.57170986,21.19040986,Utah In Basin
2013,12,22.2391429,21.9038429,Utah In Basin
2014,12,21.66304519,21.37374519,Utah In Basin
2015,12,21.8038274,21.5605274,Utah In Basin
2016,12,23.42332285,23.22602285,Utah In Basin
2017,12,21.65999063,21.50869063,Utah In Basin
2018,12,22.758227,22.652927,Utah In Basin
2019,12,21.81980926,21.76050926,Utah In Basin
2020,12,21.73000641,21.71670641,Utah In Basin
2021,12,21.9613629,21.9940629,Utah In Basin
2022,12,22.73318126,22.81188126,Utah In Basin
2023,12,21.03441485,21.15911485,Utah In Basin
2024,12,21.67216729,21.84286729,Utah In Basin
2025,12,22.3593874,22.5760874,Utah In Basin
2026,12,20.95493388,21.21763388,Utah In Basin
2027,12,21.23304658,21.54174658,Utah In Basin
2028,12,21.61737233,21.97207233,Utah In Basin
2029,12,21.98495518,22.38565518,Utah In Basin
2030,12,21.52870896,21.97540896,Utah In Basin
2031,12,21.54050718,22.03320718,Utah In Basin
2032,12,22.62651282,23.16521282,Utah In Basin
2033,12,21.70869726,22.29339726,Utah In Basin
2034,12,21.78827388,22.41897388,Utah In Basin
2035,12,21.67292833,22.34962833,Utah In Basin
2036,12,22.30839764,23.03109764,Utah In Basin
2037,12,20.88296767,21.65166767,Utah In Basin
2038,12,21.01337393,21.82807393,Utah In Basin
2039,12,21.50245512,22.36315512,Utah In Basin
2040,12,22.62727386,23.53397386,Utah In Basin
2041,12,22.25816893,23.21086893,Utah In Basin
2042,12,21.70630601,22.70500601,Utah In Basin
2043,12,21.25359469,22.29829469,Utah In Basin
2044,12,21.4575537,22.5482537,Utah In Basin
2045,12,21.6500971,22.7867971,Utah In Basin
2046,12,19.9288176,21.1115176,Utah In Basin
2047,12,20.38600784,21.61470784,Utah In Basin
2048,12,21.44689912,22.72159912,Utah In Basin
2049,12,21.18205682,22.50275682,Utah In Basin
2050,12,21.25472377,22.62142377,Utah In Basin
2051,12,21.89134712,23.30404712,Utah In Basin
2052,12,21.92635501,23.38505501,Utah In Basin
2053,12,21.42254581,22.92724581,Utah In Basin
2054,12,22.49562623,24.04632623,Utah In Basin
2055,12,22.24523123,23.84193123,Utah In Basin
2056,12,22.86167452,24.50437452,Utah In Basin
2057,12,21.71402455,23.40272455,Utah In Basin
2058,12,22.68612563,24.42082563,Utah In Basin
2059,12,23.81297589,25.59367589,Utah In Basin
2060,12,23.16609096,24.99279096,Utah In Basin
2061,12,22.47202148,24.34472148,Utah In Basin
2062,12,23.37602186,25.29472186,Utah In Basin
2063,12,24.50247912,26.46717912,Utah In Basin
2064,12,23.03214773,25.04284773,Utah In Basin
2065,12,23.3852708,25.4419708,Utah In Basin
2066,12,23.40182656,25.50452656,Utah In Basin
2067,12,23.48192301,25.63062301,Utah In Basin
2068,12,24.29775907,26.49245907,Utah In Basin
2069,12,23.92408789,26.16478789,Utah In Basin
2070,12,24.42642492,26.71312492,Utah In Basin
2071,12,24.99030647,27.32300647,Utah In Basin
2072,12,23.95909578,26.33779578,Utah In Basin
2073,12,23.94539704,26.37009704,Utah In Basin
2074,12,24.08185628,26.55255628,Utah In Basin
2075,12,23.73991595,26.25661595,Utah In Basin
2076,12,23.2094703,25.7721703,Utah In Basin
2077,12,23.49181655,26.10051655,Utah In Basin
2078,12,23.97484268,26.62954268,Utah In Basin
2079,12,23.76579134,26.46649134,Utah In Basin
2080,12,22.5169229,25.2636229,Utah In Basin
2081,12,23.500188,26.292888,Utah In Basin
2082,12,23.78965601,26.62835601,Utah In Basin
2083,12,24.39745545,27.28215545,Utah In Basin
2084,12,24.4834531,27.4141531,Utah In Basin
2085,12,24.67904066,27.65574066,Utah In Basin
2086,12,23.93765355,26.96035355,Utah In Basin
2087,12,24.24524723,27.31394723,Utah In Basin
2088,12,24.20034581,27.31504581,Utah In Basin
2089,12,24.68741211,27.84811211,Utah In Basin
2090,12,24.07578459,27.28248459,Utah In Basin
2091,12,24.49715184,27.74985184,Utah In Basin
2092,12,24.02682844,27.32552844,Utah In Basin
2093,12,24.08086236,27.42556236,Utah In Basin
2094,12,24.84005907,28.23075907,Utah In Basin
2095,12,26.91117419,30.34787419,Utah In Basin
2096,12,28.38302767,31.86572767,Utah In Basin
2097,12,27.97587069,31.50457069,Utah In Basin
2098,12,28.16203465,31.73673465,Utah In Basin
2099,12,28.500228,32.120928,Utah In Basin
2100,12,22.50943933,26.17613933,Utah In Basin
2010,13,21.81787339,21.34457339,Utah Not In Basin
2011,13,21.58388652,21.15658652,Utah Not In Basin
2012,13,21.57170986,21.19040986,Utah Not In Basin
2013,13,22.2391429,21.9038429,Utah Not In Basin
2014,13,21.66304519,21.37374519,Utah Not In Basin
2015,13,21.8038274,21.5605274,Utah Not In Basin
2016,13,23.42332285,23.22602285,Utah Not In Basin
2017,13,21.65999063,21.50869063,Utah Not In Basin
2018,13,22.758227,22.652927,Utah Not In Basin
2019,13,21.81980926,21.76050926,Utah Not In Basin
2020,13,21.73000641,21.71670641,Utah Not In Basin
2021,13,21.9613629,21.9940629,Utah Not In Basin
2022,13,22.73318126,22.81188126,Utah Not In Basin
2023,13,21.03441485,21.15911485,Utah Not In Basin
2024,13,21.67216729,21.84286729,Utah Not In Basin
2025,13,22.3593874,22.5760874,Utah Not In Basin
2026,13,20.95493388,21.21763388,Utah Not In Basin
2027,13,21.23304658,21.54174658,Utah Not In Basin
2028,13,21.61737233,21.97207233,Utah Not In Basin
2029,13,21.98495518,22.38565518,Utah Not In Basin
2030,13,21.52870896,21.97540896,Utah Not In Basin
2031,13,21.54050718,22.03320718,Utah Not In Basin
2032,13,22.62651282,23.16521282,Utah Not In Basin
2033,13,21.70869726,22.29339726,Utah Not In Basin
2034,13,21.78827388,22.41897388,Utah Not In Basin
2035,13,21.67292833,22.34962833,Utah Not In Basin
2036,13,22.30839764,23.03109764,Utah Not In Basin
2037,13,20.88296767,21.65166767,Utah Not In Basin
2038,13,21.01337393,21.82807393,Utah Not In Basin
2039,13,21.50245512,22.36315512,Utah Not In Basin
2040,13,22.62727386,23.53397386,Utah Not In Basin
2041,13,22.25816893,23.21086893,Utah Not In Basin
2042,13,21.70630601,22.70500601,Utah Not In Basin
2043,13,21.25359469,22.29829469,Utah Not In Basin
2044,13,21.4575537,22.5482537,Utah Not In Basin
2045,13,21.6500971,22.7867971,Utah Not In Basin
2046,13,19.9288176,21.1115176,Utah Not In Basin
2047,13,20.38600784,21.61470784,Utah Not In Basin
2048,13,21.44689912,22.72159912,Utah Not In Basin
2049,13,21.18205682,22.50275682,Utah Not In Basin
2050,13,21.25472377,22.62142377,Utah Not In Basin
2051,13,21.89134712,23.30404712,Utah Not In Basin
2052,13,21.92635501,23.38505501,Utah Not In Basin
2053,13,21.42254581,22.92724581,Utah Not In Basin
2054,13,22.49562623,24.04632623,Utah Not In Basin
2055,13,22.24523123,23.84193123,Utah Not In Basin
2056,13,22.86167452,24.50437452,Utah Not In Basin
2057,13,21.71402455,23.40272455,Utah Not In Basin
2058,13,22.68612563,24.42082563,Utah Not In Basin
2059,13,23.81297589,25.59367589,Utah Not In Basin
2060,13,23.16609096,24.99279096,Utah Not In Basin
2061,13,22.47202148,24.34472148,Utah Not In Basin
2062,13,23.37602186,25.29472186,Utah Not In Basin
2063,13,24.50247912,26.46717912,Utah Not In Basin
2064,13,23.03214773,25.04284773,Utah Not In Basin
2065,13,23.3852708,25.4419708,Utah Not In Basin
2066,13,23.40182656,25.50452656,Utah Not In Basin
2067,13,23.48192301,25.63062301,Utah Not In Basin
2068,13,24.29775907,26.49245907,Utah Not In Basin
2069,13,23.92408789,26.16478789,Utah Not In Basin
2070,13,24.42642492,26.71312492,Utah Not In Basin
2071,13,24.99030647,27.32300647,Utah Not In Basin
2072,13,23.95909578,26.33779578,Utah Not In Basin
2073,13,23.94539704,26.37009704,Utah Not In Basin
2074,13,24.08185628,26.55255628,Utah Not In Basin
2075,13,23.73991595,26.25661595,Utah Not In Basin
2076,13,23.2094703,25.7721703,Utah Not In Basin
2077,13,23.49181655,26.10051655,Utah Not In Basin
2078,13,23.97484268,26.62954268,Utah Not In Basin
2079,13,23.76579134,26.46649134,Utah Not In Basin
2080,13,22.5169229,25.2636229,Utah Not In Basin
2081,13,23.500188,26.292888,Utah Not In Basin
2082,13,23.78965601,26.62835601,Utah Not In Basin
2083,13,24.39745545,27.28215545,Utah Not In Basin
2084,13,24.4834531,27.4141531,Utah Not In Basin
2085,13,24.67904066,27.65574066,Utah Not In Basin
2086,13,23.93765355,26.96035355,Utah Not In Basin
2087,13,24.24524723,27.31394723,Utah Not In Basin
2088,13,24.20034581,27.31504581,Utah Not In Basin
2089,13,24.68741211,27.84811211,Utah Not In Basin
2090,13,24.07578459,27.28248459,Utah Not In Basin
2091,13,24.49715184,27.74985184,Utah Not In Basin
2092,13,24.02682844,27.32552844,Utah Not In Basin
2093,13,24.08086236,27.42556236,Utah Not In Basin
2094,13,24.84005907,28.23075907,Utah Not In Basin
2095,13,26.91117419,30.34787419,Utah Not In Basin
2096,13,28.38302767,31.86572767,Utah Not In Basin
2097,13,27.97587069,31.50457069,Utah Not In Basin
2098,13,28.16203465,31.73673465,Utah Not In Basin
2099,13,28.500228,32.120928,Utah Not In Basin
2100,13,22.50943933,26.17613933,Utah Not In Basin
2010,14,21.81787339,21.34457339,Wyoming Southwest
2011,14,21.58388652,21.15658652,Wyoming Southwest
2012,14,21.57170986,21.19040986,Wyoming Southwest
2013,14,22.2391429,21.9038429,Wyoming Southwest
2014,14,21.66304519,21.37374519,Wyoming Southwest
2015,14,21.8038274,21.5605274,Wyoming Southwest
2016,14,23.42332285,23.22602285,Wyoming Southwest
2017,14,21.65999063,21.50869063,Wyoming Southwest
2018,14,22.758227,22.652927,Wyoming Southwest
2019,14,21.81980926,21.76050926,Wyoming Southwest
2020,14,21.73000641,21.71670641,Wyoming Southwest
2021,14,21.9613629,21.9940629,Wyoming Southwest
2022,14,22.73318126,22.81188126,Wyoming Southwest
2023,14,21.03441485,21.15911485,Wyoming Southwest
2024,14,21.67216729,21.84286729,Wyoming Southwest
2025,14,22.3593874,22.5760874,Wyoming Southwest
2026,14,20.95493388,21.21763388,Wyoming Southwest
2027,14,21.23304658,21.54174658,Wyoming Southwest
2028,14,21.61737233,21.97207233,Wyoming Southwest
2029,14,21.98495518,22.38565518,Wyoming Southwest
2030,14,21.52870896,21.97540896,Wyoming Southwest
2031,14,21.54050718,22.03320718,Wyoming Southwest
2032,14,22.62651282,23.16521282,Wyoming Southwest
2033,14,21.70869726,22.29339726,Wyoming Southwest
2034,14,21.78827388,22.41897388,Wyoming Southwest
2035,14,21.67292833,22.34962833,Wyoming Southwest
2036,14,22.30839764,23.03109764,Wyoming Southwest
2037,14,20.88296767,21.65166767,Wyoming Southwest
2038,14,21.01337393,21.82807393,Wyoming Southwest
2039,14,21.50245512,22.36315512,Wyoming Southwest
2040,14,22.62727386,23.53397386,Wyoming Southwest
2041,14,22.25816893,23.21086893,Wyoming Southwest
2042,14,21.70630601,22.70500601,Wyoming Southwest
2043,14,21.25359469,22.29829469,Wyoming Southwest
2044,14,21.4575537,22.5482537,Wyoming Southwest
2045,14,21.6500971,22.7867971,Wyoming Southwest
2046,14,19.9288176,21.1115176,Wyoming Southwest
2047,14,20.38600784,21.61470784,Wyoming Southwest
2048,14,21.44689912,22.72159912,Wyoming Southwest
2049,14,21.18205682,22.50275682,Wyoming Southwest
2050,14,21.25472377,22.62142377,Wyoming Southwest
2051,14,21.89134712,23.30404712,Wyoming Southwest
2052,14,21.92635501,23.38505501,Wyoming Southwest
2053,14,21.42254581,22.92724581,Wyoming Southwest
2054,14,22.49562623,24.04632623,Wyoming Southwest
2055,14,22.24523123,23.84193123,Wyoming Southwest
2056,14,22.86167452,24.50437452,Wyoming Southwest
2057,14,21.71402455,23.40272455,Wyoming Southwest
2058,14,22.68612563,24.42082563,Wyoming Southwest
2059,14,23.81297589,25.59367589,Wyoming Southwest
2060,14,23.16609096,24.99279096,Wyoming Southwest
2061,14,22.47202148,24.34472148,Wyoming Southwest
2062,14,23.37602186,25.29472186,Wyoming Southwest
2063,14,24.50247912,26.46717912,Wyoming Southwest
2064,14,23.03214773,25.04284773,Wyoming Southwest
2065,14,23.3852708,25.4419708,Wyoming Southwest
2066,14,23.40182656,25.50452656,Wyoming Southwest
2067,14,23.48192301,25.63062301,Wyoming Southwest
2068,14,24.29775907,26.49245907,Wyoming Southwest
2069,14,23.92408789,26.16478789,Wyoming Southwest
2070,14,24.42642492,26.71312492,Wyoming Southwest
2071,14,24.99030647,27.32300647,Wyoming Southwest
2072,14,23.95909578,26.33779578,Wyoming Southwest
2073,14,23.94539704,26.37009704,Wyoming Southwest
2074,14,24.08185628,26.55255628,Wyoming Southwest
2075,14,23.73991595,26.25661595,Wyoming Southwest
2076,14,23.2094703,25.7721703,Wyoming Southwest
2077,14,23.49181655,26.10051655,Wyoming Southwest
2078,14,23.97484268,26.62954268,Wyoming Southwest
2079,14,23.76579134,26.46649134,Wyoming Southwest
2080,14,22.5169229,25.2636229,Wyoming Southwest
2081,14,23.500188,26.292888,Wyoming Southwest
2082,14,23.78965601,26.62835601,Wyoming Southwest
2083,14,24.39745545,27.28215545,Wyoming Southwest
2084,14,24.4834531,27.4141531,Wyoming Southwest
2085,14,24.67904066,27.65574066,Wyoming Southwest
2086,14,23.93765355,26.96035355,Wyoming Southwest
2087,14,24.24524723,27.31394723,Wyoming Southwest
2088,14,24.20034581,27.31504581,Wyoming Southwest
2089,14,24.68741211,27.84811211,Wyoming Southwest
2090,14,24.07578459,27.28248459,Wyoming Southwest
2091,14,24.49715184,27.74985184,Wyoming Southwest
2092,14,24.02682844,27.32552844,Wyoming Southwest
2093,14,24.08086236,27.42556236,Wyoming Southwest
2094,14,24.84005907,28.23075907,Wyoming Southwest
2095,14,26.91117419,30.34787419,Wyoming Southwest
2096,14,28.38302767,31.86572767,Wyoming Southwest
2097,14,27.97587069,31.50457069,Wyoming Southwest
2098,14,28.16203465,31.73673465,Wyoming Southwest
2099,14,28.500228,32.120928,Wyoming Southwest
2100,14,22.50943933,26.17613933,Wyoming Southwest
2010,15,21.81787339,21.34457339,Wyoming In Basin
2011,15,21.58388652,21.15658652,Wyoming In Basin
2012,15,21.57170986,21.19040986,Wyoming In Basin
2013,15,22.2391429,21.9038429,Wyoming In Basin
2014,15,21.66304519,21.37374519,Wyoming In Basin
2015,15,21.8038274,21.5605274,Wyoming In Basin
2016,15,23.42332285,23.22602285,Wyoming In Basin
2017,15,21.65999063,21.50869063,Wyoming In Basin
2018,15,22.758227,22.652927,Wyoming In Basin
2019,15,21.81980926,21.76050926,Wyoming In Basin
2020,15,21.73000641,21.71670641,Wyoming In Basin
2021,15,21.9613629,21.9940629,Wyoming In Basin
2022,15,22.73318126,22.81188126,Wyoming In Basin
2023,15,21.03441485,21.15911485,Wyoming In Basin
2024,15,21.67216729,21.84286729,Wyoming In Basin
2025,15,22.3593874,22.5760874,Wyoming In Basin
2026,15,20.95493388,21.21763388,Wyoming In Basin
2027,15,21.23304658,21.54174658,Wyoming In Basin
2028,15,21.61737233,21.97207233,Wyoming In Basin
2029,15,21.98495518,22.38565518,Wyoming In Basin
2030,15,21.52870896,21.97540896,Wyoming In Basin
2031,15,21.54050718,22.03320718,Wyoming In Basin
2032,15,22.62651282,23.16521282,Wyoming In Basin
2033,15,21.70869726,22.29339726,Wyoming In Basin
2034,15,21.78827388,22.41897388,Wyoming In Basin
2035,15,21.67292833,22.34962833,Wyoming In Basin
2036,15,22.30839764,23.03109764,Wyoming In Basin
2037,15,20.88296767,21.65166767,Wyoming In Basin
2038,15,21.01337393,21.82807393,Wyoming In Basin
2039,15,21.50245512,22.36315512,Wyoming In Basin
2040,15,22.62727386,23.53397386,Wyoming In Basin
2041,15,22.25816893,23.21086893,Wyoming In Basin
2042,15,21.70630601,22.70500601,Wyoming In Basin
2043,15,21.25359469,22.29829469,Wyoming In Basin
2044,15,21.4575537,22.5482537,Wyoming In Basin
2045,15,21.6500971,22.7867971,Wyoming In Basin
2046,15,19.9288176,21.1115176,Wyoming In Basin
2047,15,20.38600784,21.61470784,Wyoming In Basin
2048,15,21.44689912,22.72159912,Wyoming In Basin
2049,15,21.18205682,22.50275682,Wyoming In Basin
2050,15,21.25472377,22.62142377,Wyoming In Basin
2051,15,21.89134712,23.30404712,Wyoming In Basin
2052,15,21.92635501,23.38505501,Wyoming In Basin
2053,15,21.42254581,22.92724581,Wyoming In Basin
2054,15,22.49562623,24.04632623,Wyoming In Basin
2055,15,22.24523123,23.84193123,Wyoming In Basin
2056,15,22.86167452,24.50437452,Wyoming In Basin
2057,15,21.71402455,23.40272455,Wyoming In Basin
2058,15,22.68612563,24.42082563,Wyoming In Basin
2059,15,23.81297589,25.59367589,Wyoming In Basin
2060,15,23.16609096,24.99279096,Wyoming In Basin
2061,15,22.47202148,24.34472148,Wyoming In Basin
2062,15,23.37602186,25.29472186,Wyoming In Basin
2063,15,24.50247912,26.46717912,Wyoming In Basin
2064,15,23.03214773,25.04284773,Wyoming In Basin
2065,15,23.3852708,25.4419708,Wyoming In Basin
2066,15,23.40182656,25.50452656,Wyoming In Basin
2067,15,23.48192301,25.63062301,Wyoming In Basin
2068,15,24.29775907,26.49245907,Wyoming In Basin
2069,15,23.92408789,26.16478789,Wyoming In Basin
2070,15,24.42642492,26.71312492,Wyoming In Basin
2071,15,24.99030647,27.32300647,Wyoming In Basin
2072,15,23.95909578,26.33779578,Wyoming In Basin
2073,15,23.94539704,26.37009704,Wyoming In Basin
2074,15,24.08185628,26.55255628,Wyoming In Basin
2075,15,23.73991595,26.25661595,Wyoming In Basin
2076,15,23.2094703,25.7721703,Wyoming In Basin
2077,15,23.49181655,26.10051655,Wyoming In Basin
2078,15,23.97484268,26.62954268,Wyoming In Basin
2079,15,23.76579134,26.46649134,Wyoming In Basin
2080,15,22.5169229,25.2636229,Wyoming In Basin
2081,15,23.500188,26.292888,Wyoming In Basin
2082,15,23.78965601,26.62835601,Wyoming In Basin
2083,15,24.39745545,27.28215545,Wyoming In Basin
2084,15,24.4834531,27.4141531,Wyoming In Basin
2085,15,24.67904066,27.65574066,Wyoming In Basin
2086,15,23.93765355,26.96035355,Wyoming In Basin
2087,15,24.24524723,27.31394723,Wyoming In Basin
2088,15,24.20034581,27.31504581,Wyoming In Basin
2089,15,24.68741211,27.84811211,Wyoming In Basin
2090,15,24.07578459,27.28248459,Wyoming In Basin
2091,15,24.49715184,27.74985184,Wyoming In Basin
2092,15,24.02682844,27.32552844,Wyoming In Basin
2093,15,24.08086236,27.42556236,Wyoming In Basin
2094,15,24.84005907,28.23075907,Wyoming In Basin
2095,15,26.91117419,30.34787419,Wyoming In Basin
2096,15,28.38302767,31.86572767,Wyoming In Basin
2097,15,27.97587069,31.50457069,Wyoming In Basin
2098,15,28.16203465,31.73673465,Wyoming In Basin
2099,15,28.500228,32.120928,Wyoming In Basin
2100,15,22.50943933,26.17613933,Wyoming In Basin
2010,16,21.81787339,21.34457339,Wyoming Not In Basin
2011,16,21.58388652,21.15658652,Wyoming Not In Basin
2012,16,21.57170986,21.19040986,Wyoming Not In Basin
2013,16,22.2391429,21.9038429,Wyoming Not In Basin
2014,16,21.66304519,21.37374519,Wyoming Not In Basin
2015,16,21.8038274,21.5605274,Wyoming Not In Basin
2016,16,23.42332285,23.22602285,Wyoming Not In Basin
2017,16,21.65999063,21.50869063,Wyoming Not In Basin
2018,16,22.758227,22.652927,Wyoming Not In Basin
2019,16,21.81980926,21.76050926,Wyoming Not In Basin
2020,16,21.73000641,21.71670641,Wyoming Not In Basin
2021,16,21.9613629,21.9940629,Wyoming Not In Basin
2022,16,22.73318126,22.81188126,Wyoming Not In Basin
2023,16,21.03441485,21.15911485,Wyoming Not In Basin
2024,16,21.67216729,21.84286729,Wyoming Not In Basin
2025,16,22.3593874,22.5760874,Wyoming Not In Basin
2026,16,20.95493388,21.21763388,Wyoming Not In Basin
2027,16,21.23304658,21.54174658,Wyoming Not In Basin
2028,16,21.61737233,21.97207233,Wyoming Not In Basin
2029,16,21.98495518,22.38565518,Wyoming Not In Basin
2030,16,21.52870896,21.97540896,Wyoming Not In Basin
2031,16,21.54050718,22.03320718,Wyoming Not In Basin
2032,16,22.62651282,23.16521282,Wyoming Not In Basin
2033,16,21.70869726,22.29339726,Wyoming Not In Basin
