432	43200	706
5591	559100	0
7137	713700	0
15549	1554900	0
6306	630600	0
27847	106963	0
1345	134500	702
1667	150738	31423
265	26500	0
745	74500	0
18549	273004	0
350	35829	2000
11748	46755	0
555	55500	0
1100	110000	0
4611	7077	3261
1785	178516	0
20159	401256	0
9037	214615	10000
1999	199908	0
11716	1134038	0
0	0	0
267281	26728100	0
9164	197485	0
30305	2228838	0
18456	1845600	0
420	42000	0
2359	235900	0
1341	134100	0
16810	502668	3460
1475	0	0
8229	482362	0
850	85000	0
1197	119700	0
1264	126400	0

